"COUNTRY","Country","DLVLEDUC","Level of education","DDESTPRG","Programme destination","DDURPRG","Programme duration","DPROGTYP","Programme orientation","DSTDYTYP","Field of education","DSEX","Gender","YEAR","Year","Value","Flag Codes","Flags"
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",75720,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",78529,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",87071,,
"PRT","Portugal","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",94209,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",18931,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",20575,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",24120,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",25630,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",29672,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",32537,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",34415,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",39140,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",45581,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",64270,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",74752,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",76154,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",73781,,
"SVK","Slovak Republic","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",71551,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",213829,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",230999,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",213585,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",217802,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",218884,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",216852,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",210603,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",202848,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",202642,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",199767,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",210577,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",224920,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",247100,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",284461,,
"ESP","Spain","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",284626,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",33052,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",35757,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",37884,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",38593,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",41525,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",45068,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",49203,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",52279,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",55127,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",53932,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",53554,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",52148,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",53480,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",60945,,
"SWE","Sweden","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",60409,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",22586,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",25792,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",26710,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",26440,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",27262,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",28547,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",31330,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",36812,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",40429,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",43784,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",44958,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",48885,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",50188,,
"CHE","Switzerland","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",52468,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",128122,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",125382,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",131212,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",156404,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2002","2002",159380,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",165469,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",215603,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",180856,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",235884,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",261070,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",280875,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",303253,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",341558,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",321720,,
"TUR","Türkiye","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",374943,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",374582.22,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",383745.418,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",393399.711,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",425733.223,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",452707.57391473,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",498184.95,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",514135.13,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",521486.57,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",536723,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",538279,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",575197,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",618694,,
"GBR","United Kingdom","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",652174,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1998","1998",1716886,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","1999","1999",1739178,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2000","2000",1819795,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2001","2001",1837257,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2003","2003",1987792,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2004","2004",2089901,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2005","2005",2153802,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2006","2006",2223029,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2007","2007",2279379,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2008","2008",2343517,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2009","2009",2417872,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2010","2010",2501597,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2011","2011",2610313,,
"USA","United States","905160","Tertiary-type A and advanced research programmes","900000","Total","900000","All educational programmes","900000","All educational programmes","900000","Total over all fields of study","90","Total males+females","2012","2012",2715337,,
